678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
484	385	735	537	1
27	352	76	479	3
904	392	935	472	4
790	384	830	487	6
225	360	347	490	7
969	375	1001	466	8
158	334	216	375	11
386	361	521	460	12
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
484	385	735	537	1
27	352	76	479	3
904	392	935	472	4
790	384	830	487	6
225	360	347	490	7
969	375	1001	466	8
158	334	216	375	11
386	361	521	460	12
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	2
790	384	830	487	2
225	360	347	490	2
969	375	1001	466	2
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	0
904	392	935	472	2
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	0
386	361	521	460	0
484	385	735	537	2
27	352	76	479	0
904	392	935	472	2
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	0
386	361	521	460	0
484	385	735	537	2
27	352	76	479	0
904	392	935	472	2
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	0
386	361	521	460	0
484	385	735	537	2
27	352	76	479	0
904	392	935	472	2
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	0
386	361	521	460	0
484	385	735	537	2
27	352	76	479	2
904	392	935	472	0
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	0
386	361	521	460	0
484	385	735	537	2
27	352	76	479	0
904	392	935	472	2
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	0
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	0
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	2
386	361	521	460	2
484	385	735	537	2
27	352	76	479	2
904	392	935	472	0
790	384	830	487	0
225	360	347	490	0
969	375	1001	466	0
158	334	216	375	2
386	361	521	460	2
478	365	924	716	3
143	342	184	373	5
221	367	258	428	3
478	365	924	716	3
143	342	184	373	5
221	367	258	428	3
478	365	924	716	3
143	342	184	373	5
221	367	258	428	3
315	391	386	532	0
417	393	478	524	0
3	347	30	427	0
163	339	223	384	2
315	391	386	532	0
417	393	478	524	0
3	347	30	427	0
163	339	223	384	2
315	391	386	532	0
417	393	478	524	0
3	347	30	427	0
163	339	223	384	2
315	391	386	532	0
417	393	478	524	0
3	347	30	427	0
163	339	223	384	2
484	385	735	537	1
27	352	76	479	3
904	392	935	472	4
790	384	830	487	6
225	360	347	490	7
969	375	1001	466	8
158	334	216	375	11
386	361	521	460	12
315	391	386	532	2
417	393	478	524	6
3	347	30	427	9
163	339	223	384	11
315	391	386	532	2
417	393	478	524	6
3	347	30	427	9
163	339	223	384	11
678	365	708	437	1
27	352	76	479	2
904	392	935	472	3
790	384	830	487	5
969	375	1001	466	6
484	385	735	537	1
27	352	76	479	3
904	392	935	472	4
790	384	830	487	6
225	360	347	490	7
969	375	1001	466	8
158	334	216	375	11
386	361	521	460	12
