626	392	678	512	3
427	385	476	512	5
260	366	335	541	14
199	419	246	559	26
626	392	678	512	3
427	385	476	512	5
260	366	335	541	14
199	419	246	559	26
626	392	678	512	3
427	385	476	512	5
260	366	335	541	14
199	419	246	559	26
626	392	678	512	3
427	385	476	512	5
260	366	335	541	14
199	419	246	559	26
626	392	678	512	3
427	385	476	512	5
260	366	335	541	14
199	419	246	559	26
260	366	335	541	2
626	392	678	512	4
427	385	476	512	6
316	370	419	474	7
410	365	556	472	12
199	419	246	559	30
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	2
626	392	678	512	2
427	385	476	512	2
316	370	419	474	2
410	365	556	472	2
199	419	246	559	2
260	366	335	541	0
626	392	678	512	2
427	385	476	512	2
316	370	419	474	0
410	365	556	472	0
199	419	246	559	0
260	366	335	541	0
626	392	678	512	2
427	385	476	512	2
316	370	419	474	0
410	365	556	472	0
199	419	246	559	0
260	366	335	541	0
626	392	678	512	2
427	385	476	512	2
316	370	419	474	0
410	365	556	472	0
199	419	246	559	0
260	366	335	541	0
626	392	678	512	2
427	385	476	512	0
316	370	419	474	0
410	365	556	472	0
199	419	246	559	0
260	366	335	541	0
626	392	678	512	0
427	385	476	512	2
316	370	419	474	2
410	365	556	472	0
199	419	246	559	0
260	366	335	541	0
626	392	678	512	0
427	385	476	512	0
316	370	419	474	0
410	365	556	472	2
199	419	246	559	0
372	362	428	492	0
492	447	647	692	3
236	352	280	392	0
636	310	926	457	5
208	364	268	523	0
289	364	393	435	2
1201	375	1237	463	3
372	362	428	492	0
492	447	647	692	3
236	352	280	392	0
636	310	926	457	5
208	364	268	523	0
289	364	393	435	2
1201	375	1237	463	3
618	401	675	518	0
693	401	741	517	0
187	326	233	371	2
1009	426	1044	515	0
6	356	50	467	0
618	401	675	518	0
693	401	741	517	0
187	326	233	371	2
1009	426	1044	515	0
6	356	50	467	0
260	366	335	541	2
626	392	678	512	4
427	385	476	512	6
316	370	419	474	7
410	365	556	472	12
199	419	246	559	30
618	401	675	518	2
693	401	741	517	6
187	326	233	371	11
1009	426	1044	515	12
6	356	50	467	15
618	401	675	518	2
693	401	741	517	6
187	326	233	371	11
1009	426	1044	515	12
6	356	50	467	15
626	392	678	512	3
427	385	476	512	5
260	366	335	541	14
199	419	246	559	26
260	366	335	541	2
626	392	678	512	4
427	385	476	512	6
316	370	419	474	7
410	365	556	472	12
199	419	246	559	30
