179	374	229	507	2
708	390	755	504	3
978	390	1016	479	10
377	362	440	533	14
1016	384	1052	473	19
179	374	229	507	2
708	390	755	504	3
978	390	1016	479	10
377	362	440	533	14
1016	384	1052	473	19
179	374	229	507	2
708	390	755	504	3
978	390	1016	479	10
377	362	440	533	14
1016	384	1052	473	19
179	374	229	507	2
708	390	755	504	3
978	390	1016	479	10
377	362	440	533	14
1016	384	1052	473	19
179	374	229	507	2
708	390	755	504	3
978	390	1016	479	10
377	362	440	533	14
1016	384	1052	473	19
377	362	439	533	2
179	374	229	507	3
707	390	756	504	4
297	365	409	475	7
222	342	277	389	11
406	365	526	464	12
978	390	1016	479	13
1016	384	1052	473	23
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	2
179	374	229	507	2
707	390	756	504	2
297	365	409	475	2
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	2
1016	384	1052	473	2
377	362	439	533	0
179	374	229	507	0
707	390	756	504	0
297	365	409	475	2
222	342	277	389	0
406	365	526	464	0
978	390	1016	479	0
1016	384	1052	473	0
377	362	439	533	0
179	374	229	507	0
707	390	756	504	0
297	365	409	475	2
222	342	277	389	0
406	365	526	464	0
978	390	1016	479	0
1016	384	1052	473	0
377	362	439	533	0
179	374	229	507	0
707	390	756	504	0
297	365	409	475	2
222	342	277	389	0
406	365	526	464	0
978	390	1016	479	0
1016	384	1052	473	0
377	362	439	533	0
179	374	229	507	0
707	390	756	504	0
297	365	409	475	0
222	342	277	389	0
406	365	526	464	0
978	390	1016	479	0
1016	384	1052	473	0
377	362	439	533	0
179	374	229	507	0
707	390	756	504	0
297	365	409	475	0
222	342	277	389	2
406	365	526	464	0
978	390	1016	479	0
1016	384	1052	473	0
377	362	439	533	0
179	374	229	507	2
707	390	756	504	0
297	365	409	475	0
222	342	277	389	2
406	365	526	464	2
978	390	1016	479	0
1016	384	1052	473	0
467	363	516	485	0
175	348	214	387	5
343	407	428	550	3
220	347	266	387	0
540	315	757	433	5
197	369	234	498	0
13	356	74	530	0
270	362	359	426	2
1227	381	1261	461	3
467	363	516	485	0
175	348	214	387	5
343	407	428	550	3
220	347	266	387	0
540	315	757	433	5
197	369	234	498	0
13	356	74	530	0
270	362	359	426	2
1227	381	1261	461	3
564	398	625	524	0
339	336	461	413	5
638	398	692	521	0
1040	426	1074	515	0
5	351	46	452	0
564	398	625	524	0
339	336	461	413	5
638	398	692	521	0
1040	426	1074	515	0
5	351	46	452	0
377	362	439	533	2
179	374	229	507	3
707	390	756	504	4
297	365	409	475	7
222	342	277	389	11
406	365	526	464	12
978	390	1016	479	13
1016	384	1052	473	23
564	398	625	524	2
339	336	461	413	3
638	398	692	521	6
1040	426	1074	515	12
5	351	46	452	15
564	398	625	524	2
339	336	461	413	3
638	398	692	521	6
1040	426	1074	515	12
5	351	46	452	15
179	374	229	507	2
708	390	755	504	3
978	390	1016	479	10
377	362	440	533	14
1016	384	1052	473	19
377	362	439	533	2
179	374	229	507	3
707	390	756	504	4
297	365	409	475	7
222	342	277	389	11
406	365	526	464	12
978	390	1016	479	13
1016	384	1052	473	23
